Code,Item Code,Drink_Name,Size,Age,Proof,Unit_Price,Case_Price,
5391E,99900539137,JAMESON IRISH WHISKEY,375 ML,,80,17.95,430.80,
5391F,99900539105,JAMESON IRISH WHISKEY,50 ML,,80,3.00,360.00,
,5391H  99900539117,JAMESON IRISH WHISKEY,1.75 L,,80,61.95,371.70,
,0391D  99900039120,JAMESON IRISH WHISKEY,200 ML,,80,8.95,214.80,
0391A,99900039110,JAMESON IRISH WHISKEY,LITER,,80,39.95,479.40,
,@ 10184B 99901018475,JAMESON ORANGE,750 ML,,60,29.95,179.70,
1935B,99900193575,JAMESON SELECT RESERVE IRISH WHISKEY,750 ML,,80,39.95,479.40,
@ 1935E,99900193537,JAMESON SELECT RESERVE IRISH WHISKEY,375 ML,,80,19.95,239.40,
3458D,99900345820,"JAMESON TRI PACK (JAMESON, CASKMATES &",200 ML,,80,19.95,119.70,
$ 3049B,99900304975,JAMESON W/2-50ML,750 ML,,80,29.95,179.70,
@ 3641H,99900364117,JC AUTH PINK LEMONADE MARGARITA,1.75 L,,25,16.95,101.70,
@ 3642H,99900364217,JC GOLDEN STRAWBERRY MARGARITA,1.75 L,,25,19.95,119.70,
$ 4457B,99900445775,JC TRAD. REPOSADO W/GLASSES,750 ML,,80,18.95,113.70,
$ 4449B,99900444975,JC TRAD. SILVER W/GLASSES,750 ML,,80,18.95,113.70,
$ 5165E,99900516537,JD/GJ/JDSB FAMILY OF BRANDS,375 ML,,80,24.95,99.80,
8083B,99900808375,JEFFERSON'S,750 ML,,82,36.95,221.70,
3271B,99900327175,JEFFERSON'S CHEF'S COLLABORATION,750 ML,,90,39.95,239.70,
2372B,99900237275,JEFFERSON'S OCEAN AGED AT SEA,750 ML,,90,79.95,479.70,
* 2372E,99900237237,JEFFERSON'S OCEAN AGED AT SEA,375 ML,,90,39.95,479.40,
5858B,99900585875,JEFFERSON'S OCEAN AGED AT SEA WHEATED,750 ML,,90,89.95,539.70,
9248B,99900924875,JEFFERSON'S OCEAN AGED CASK,750 ML,,112,99.95,599.70,
9381B,99900938175,JEFFERSON'S RESERVE BOURBON 100 PROOF,750 ML,,100,54.95,329.70,
4281B,99900428175,JEFFERSON'S RESERVE PRITCHARD HILL CABERNE,750 ML,,90,89.95,539.70,
8123B,99900812375,JEFFERSON'S RESERVE STRAIGHT BOURBON,750 ML,,90,49.95,299.70,
5344B,99900534475,JEFFERSON'S RESERVE TWIN OAK CUSTOM BARRE,750 ML,,90,90.00,540.00,
9578B,99900957875,JEFFERSON'S RYE COGNAC,750 ML,,94,54.95,329.70,
2679B,99900267975,JEREMIAH WEED SARSAPARILLA WHISKEY,750 ML,,70,17.45,209.40,
6505B,99900650575,JEREMIAH WEED SWEET TEA FLAVORED VODKA,750 ML,,70,18.45,221.40,
0140B,99900014075,JIM BEAM,750 ML,4 YRS,80,18.95,227.40,
0140D,99900014020,JIM BEAM,200 ML,4 YRS,80,6.95,333.60,
0140E,99900014037,JIM BEAM,375 ML,4 YRS,80,11.95,286.80,
0140H,99900014017,JIM BEAM,1.75 L,4 YRS,80,34.95,209.70,
0140F,99900014005,JIM BEAM,50 ML,4 YRS,80,2.25,270.00,
0140A,99900014010,JIM BEAM,LITER,4 YRS,80,21.95,263.40,
3191B,99900319175,JIM BEAM APPLE,750 ML,,65,18.95,227.40,
3191H,99900319117,JIM BEAM APPLE,1.75 L,,65,34.95,209.70,
0133B,99900013375,JIM BEAM BLACK,750 ML,8 YRS,86,20.95,251.40,
0133H,99900013317,JIM BEAM BLACK,1.75 L,8 YRS,86,39.95,239.70,
$ 7040B,99900704075,JIM BEAM BLACK GIFT,750 ML,8 YRS,86,20.95,125.70,
9960B,99900996075,JIM BEAM BOURBON CREAM,750 ML,,30,19.95,239.40,
$ 5173B,99900517375,JIM BEAM DBL OAK W/WSKY STONES,750 ML,,86,20.95,125.70,
6947B,99900694775,JIM BEAM DEVIL'S CUT,750 ML,,90,20.95,251.40,
$ 3309B,99900330975,JIM BEAM DEVIL'S CUT W/GLS,750 ML,,90,20.95,125.70,
3982B,99900398275,JIM BEAM DOUBLE OAK,750 ML,,86,20.95,251.40,
9424F,99900942405,JIM BEAM FLAVORS VARIETY PACK (10-50ML),50 ML,,65,9.75,117.00,
@ 9977E,99900997737,JIM BEAM GINGER HIGHBALL 4-CANS,375 ML,,10,9.95,59.70,
@ 9978E,99900997837,JIM BEAM HIGHBALL WITH A HINT OF CITRUS 4-CANS375 ML,,,10,9.95,59.70,
1889B,99900188975,JIM BEAM HONEY,750 ML,,65,18.95,227.40,
@ 1889H,99900188917,JIM BEAM HONEY,1.75 L,,65,34.95,209.70,
2482B,99900248275,JIM BEAM KENTUCKY FIRE,750 ML,,65,18.95,227.40,
0141B,99900014175,JIM BEAM LT. WGT.,750 ML,4 YRS,80,18.95,227.40,
0451B,99900045175,JIM BEAM MAPLE,750 ML,,70,18.95,227.40,
@ 9628B,99900962875,JIM BEAM ORANGE,750 ML,,65,18.95,227.40,
@ 5720B,99900572075,JIM BEAM PEACH,750 ML,,65,18.95,227.40,
@ 5720H,99900572017,JIM BEAM PEACH,1.75 L,,65,34.95,209.70,
8907B,99900890775,JIM BEAM STRAIGHT RYE,750 ML,4 YRS,80,22.95,275.40,
8907H,99900890717,JIM BEAM STRAIGHT RYE,1.75 L,4 YRS,80,49.95,299.70,
4321B,99900432175,JIM BEAM VANILLA,750 ML,,65,18.95,227.40,
$ 7039B,99900703975,JIM BEAM WHITE GIFT,750 ML,4 YRS,80,18.95,113.70,
8320E,99900832037,JINRO CHAMISUL SOJU,375 ML,,40,6.15,123.00,
1227H,99900122717,JINRO SOJU,1.75 L,,48,18.40,147.20,
1227B,99900122775,JINRO SOJU,750 ML,,48,11.45,137.40,
1227E,99900122737,JINRO SOJU,375 ML,,48,6.15,123.00,
@ 8633B,99900863375,JOHN BARR BLACK,750 ML,,86,19.95,239.40,
1460B,99900146075,JOHN J BOWMAN VIRGINIA STRAIGHT BOURBON,750 ML,,100,49.95,299.70,
4702B,99900470275,JOHNNIE WALKER AGED 18 YEAR,750 ML,,80,84.95,509.70,
0357B,99900035775,JOHNNIE WALKER BLACK,750 ML,12 YRS,80,34.95,419.40,
0357H,99900035717,JOHNNIE WALKER BLACK,1.75 L,12 YRS,80,63.95,383.70,
0357E,99900035737,JOHNNIE WALKER BLACK,375 ML,12 YRS,80,21.95,526.80,
$ 3045B,99900304575,JOHNNIE WALKER BLACK W/2-50ML,750 ML,,80,34.95,209.70,
2209B,99900220975,JOHNNIE WALKER BLUE,750 ML,,80,234.95,1409.70,
2209F,99900220905,JOHNNIE WALKER BLUE,50 ML,,80,19.75,1422.00,
2420D,99900242020,JOHNNIE WALKER COLLECTION PACK,200 ML,,80,119.95,719.70,
0783B,99900078375,JOHNNIE WALKER DOUBLE BLACK BLENDED WHSK,750 ML,,80,39.95,239.70,
2187B,99900218775,JOHNNIE WALKER GOLD RES. LTD,750 ML,,80,64.95,389.70,
,@ 10218B 99901021875,JOHNNIE WALKER HIGH RYE,750 ML,,90,39.95,479.40,
$ 9055F,99900905505,JOHNNIE WALKER MULTI ADVENT CALENDAR,50 ML,,80,99.75,598.50,
8720B,99900872075,JOHNNIE WALKER PURE MALT GREEN,750 ML,15 YRS,86,59.95,359.70,
0356B,99900035675,JOHNNIE WALKER RED LABEL,750 ML,,80,19.95,239.40,
0356E,99900035637,JOHNNIE WALKER RED LABEL,375 ML,,80,14.95,358.80,
,0356H  99900035617,JOHNNIE WALKER RED LABEL,1.75 L,,80,44.95,269.70,
0356A,99900035610,JOHNNIE WALKER RED LABEL,LITER,,80,28.95,347.40,
,1178H  99900117817,JOSE CUERVO AUTH. GRPFRT TANG MARGARITA,1.75 L,,20,16.95,101.70,
,@ 7564H  99900756417,JOSE CUERVO AUTHENTIC CHERRY LIMEADE R-T-D,1.75 L,,20,16.95,101.70,
,@ 9502H  99900950217,JOSE CUERVO AUTHENTIC STRAWBERRY LIGHT,1.75 L,,20,16.95,101.70,
,2902H  99900290217,JOSE CUERVO COCONUT PINEAPPLE,1.75 L,,20,16.95,101.70,
0788B,99900078875,JOSE CUERVO ESP SILVER/1L JC MARGARTA MX,750 ML,,80,16.95,101.70,
6136B,99900613675,JOSE CUERVO ESPECIAL SILVER,750 ML,,80,16.95,203.40,
,6136H  99900613617,JOSE CUERVO ESPECIAL SILVER,1.75 L,,80,31.95,191.70,
6136E,99900613637,JOSE CUERVO ESPECIAL SILVER,375 ML,,80,9.95,238.80,
6173B,99900617375,JOSE CUERVO GOLD MARGARITA,750 ML,,25,8.95,107.40,
6173H,99900617317,JOSE CUERVO GOLD MARGARITA,1.75 L,,25,19.95,119.70,
@ 2606E,99900260637,JOSE CUERVO LIME MARG 4 PK CANS,375 ML,,16,11.95,71.70,
7209B,99900720975,JOSE CUERVO RESERVA DE LA FAMILIA,750 ML,,80,183.95,551.85,
@ 2604E,99900260437,JOSE CUERVO STBRY LIME 4 PK CANS,375 ML,,16,11.95,71.70,
@ 6965B,99900696575,JOSE CUERVO TRADICIONAL ANEJO,750 ML,,80,29.95,179.70,
@ 9826B,99900982675,JOSE CUERVO TRADICIONAL CRISTALINO,750 ML,,80,31.95,191.70,
0907B,99900090775,JOSE CUERVO TRADICIONAL GOLD,750 ML,,80,18.95,227.40,
0907H,99900090717,JOSE CUERVO TRADICIONAL GOLD,1.75 L,,80,41.95,251.70,
6891B,99900689175,JOSE CUERVO TRADICIONAL SILVER EDITION,750 ML,,80,18.95,227.40,
6891H,99900689117,JOSE CUERVO TRADICIONAL SILVER EDITION,1.75 L,,80,41.95,251.70,
0186H,99900018617,JOSE CUERVO WATERMELON MARGARITA,1.75 L,,20,16.95,101.70,
2320H,99900232017,JOSE CUERVO WHITE PEACH LITE MARGARITA,1.75 L,,20,16.95,101.70,
4615B,99900461575,JOSEPH MAGNUS CIGAR BLEND BOURBON,750 ML,,101,177.95,"1,067.70",
6015B,99900601575,JUAREZ GOLD TEQUILA,750 ML,,80,11.95,143.40,
6015H,99900601517,JUAREZ GOLD TEQUILA,1.75 L,,80,28.95,173.70,
@ 6346B,99900634675,JUBILEE HUCKLEBERRY VODKA,750 ML,,80,27.95,167.70,
8567B,99900856775,JUNIPERO GIN,750 ML,,98,32.95,197.70,
@ 9804B,99900980475,JUST RUM BLACK BERRY RUM,750 ML,,80,39.95,479.40,
@ 5563B,99900556375,JUST RUM MAPLE RESTED,750 ML,,102,39.95,479.40,
@ 5563F,99900556305,JUST RUM MAPLE RESTED,50 ML,,102,4.25,510.00,
@ 5562B,99900556275,JUST RUM OAK RESTED,750 ML,,102,39.95,479.40,
@ 5562F,99900556205,JUST RUM OAK RESTED,50 ML,,102,4.25,510.00,
@ 9105B,99900910575,JUST RUM SEASONAL SPICED,750 ML,,102,39.95,479.40,
@ 5564B,99900556475,JUST RUM SIMPLE WHITE,750 ML,,102,37.95,455.40,
@ 5564F,99900556405,JUST RUM SIMPLE WHITE,50 ML,,102,4.25,510.00,
@ 2043B,99900204375,KACHKA HORSERADISH VODKA,750 ML,,76,29.95,359.40,
@ 9249B,99900924975,KAHLUA BLONDE,750 ML,,40,24.95,299.40,
0932B,99900093275,KAHLUA ESPECIAL COFFEE LIQUEUR,750 ML,,70,19.95,239.40,
6353B,99900635375,KAHLUA FRENCH VANILLA COFFEE LIQUEUR,750 ML,,40,19.95,239.40,
0918B,99900091875,KAHLUA MEXICAN COFFEE LIQUOR,750 ML,,40,19.95,239.40,
0918E,99900091837,KAHLUA MEXICAN COFFEE LIQUOR,375 ML,,40,12.95,310.80,
0918H,99900091817,KAHLUA MEXICAN COFFEE LIQUOR,1.75 L,,40,38.95,233.70,
0918F,99900091805,KAHLUA MEXICAN COFFEE LIQUOR,50 ML,,40,2.50,300.00,
0918A,99900091810,KAHLUA MEXICAN COFFEE LIQUOR,LITER,,40,29.95,359.40,
6843B,99900684375,KAHLUA MINT MOCHA COFFEE LIQUEUR,750 ML,,34,24.95,299.40,
0784H,99900078417,KAHLUA READY TO DRINK ORIGINAL MUDSLIDE,1.75 L,,25,19.95,119.70,
$ 3312B,99900331275,KAHLUA W/50ML ABSOLUT & MARTINI GLS,750 ML,,40,19.95,119.70,
0764H,99900076417,KAHLUA WHITE RUSSIAN READY TO DRINK,1.75 L,,25,19.95,119.70,
0670B,99900067075,KAMCHATKA,750 ML,,80,8.95,107.40,
0670H,99900067017,KAMCHATKA,1.75 L,,80,17.95,107.70,
0927B,99900092775,KAMORA COFFEE LIQUEUR,750 ML,,40,13.95,167.40,
0927H,99900092717,KAMORA COFFEE LIQUEUR,1.75 L,,40,21.95,131.70,
0996B,99900099675,KAPALI DE CAFE COFFEE LIQUEUR,750 ML,,40,8.95,107.40,
@ 9717B,99900971775,KASAMA SMALL BATCH RUM 7 YR,750 ML,7 YRS,80,29.95,179.70,
6180B,99900618075,KENTUCKY OWL RYE 10 YR BATCH #3,750 ML,10 YRS,114,200.00,"1,200.00",
7665B,99900766575,KENTUCKY TAVERN,750 ML,4 YRS,80,9.95,119.40,
0225B,99900022575,KESSLER,750 ML,,80,9.95,119.40,
0225H,99900022517,KESSLER,1.75 L,,80,19.95,119.70,
6050B,99900605075,KETEL ONE CITRON CITRUS VODKA,750 ML,,80,22.95,275.40,
4987B,99900498775,KETEL ONE CUCUMBER & MINT BOTANICAL,750 ML,,60,22.95,275.40,
2044B,99900204475,KETEL ONE DUTCH VODKA,750 ML,,80,22.95,275.40,
2044E,99900204437,KETEL ONE DUTCH VODKA,375 ML,,80,13.95,167.40,
2044H,99900204417,KETEL ONE DUTCH VODKA,1.75 L,,80,46.95,281.70,
2044F,99900204405,KETEL ONE DUTCH VODKA,50 ML,,80,2.75,330.00,
2044A,99900204410,KETEL ONE DUTCH VODKA,LITER,,80,29.95,359.40,
4985B,99900498575,KETEL ONE GRAPEFRUIT & ROSE BOTANICAL,750 ML,,60,22.95,275.40,
4986B,99900498675,KETEL ONE PEACH & ORANGE BLOSSOM BOTANICA,750 ML,,60,22.95,275.40,
$ 5901B,99900590175,KETEL ONE W/GLASS,750 ML,,80,22.95,137.70,
8890B,99900889075,KILBEGGAN (BOTTLED FOREIGN),750 ML,,80,23.95,287.40,
@ 8368B,99900836875,KILBEGGAN POT STILL,750 ML,,86,44.95,269.70,
4441B,99900444175,KILBEGGAN SINGLE GRAIN,750 ML,,86,29.95,179.70,
5536B,99900553675,KILBEGGAN SMALL BATCH RYE,750 ML,,86,34.95,209.70,
@ 1282B,99900128275,KILCHOMAN MACHIR BAY ISLAY SINGLE MALT,750 ML,,92,64.95,389.70,
6426B,99900642675,KILO KAI SPICED RUM FROM NETHERLANDS,750 ML,,70,19.95,119.70,
5231B,99900523175,KINKY ALOHA LIQUEUR,750 ML,,34,17.95,107.70,
1482B,99900148275,KINKY PINK LIQUEUR (VODKA BASE),750 ML,,34,17.95,107.70,
4260B,99900426075,KINKY RED LIQUEUR,750 ML,,34,17.95,107.70,
1740B,99900174075,KIRK & SWEENEY RESERVA,750 ML,,80,35.95,215.70,
6063B,99900606375,KNAPPOGUE CASTLE SINGLE MALT 1997,750 ML,,86,39.95,239.70,
0767B,99900076775,KNARR ABSINTHE VERTE,750 ML,,160,43.25,519.00,
$ 4456E,99900445637,KNOB CREEK 375ML COMBO PACK,375 ML,,100,24.95,149.70,
1159B,99900115975,KNOB CREEK RYE,750 ML,,100,36.95,221.70,
1159H,99900115917,KNOB CREEK RYE,1.75 L,,100,74.95,449.70,
6971B,99900697175,KNOB CREEK SINGLE BARREL RESERVE,750 ML,,120,54.95,329.70,
0426B,99900042675,KNOB CREEK SMOKED MAPLE,750 ML,,90,31.95,191.70,
2163B,99900216375,KNOB CREEK STRAIGHT BOURBON,750 ML,9 YRS,100,36.95,221.70,
2163E,99900216337,KNOB CREEK STRAIGHT BOURBON,375 ML,9 YRS,100,19.95,239.40,
2163H,99900216317,KNOB CREEK STRAIGHT BOURBON,1.75 L,9 YRS,100,74.95,449.70,
2163F,99900216305,KNOB CREEK STRAIGHT BOURBON,50 ML,9 YRS,100,6.00,360.00,
$ 5895B,99900589575,KNOB CREEK W/GLASSES,750 ML,,100,36.95,221.70,
@ 9724B,99900972475,KOJIKI,750 ML,,80,44.95,539.40,
@ 3351B,99900335175,KOLOA COCONUT RUM,750 ML,,80,32.95,395.40,
@ 7300B,99900730075,KOLOA DARK RUM,750 ML,,80,32.95,395.40,
9566B,99900956675,KOLOA KAUAI CACAO RUM,750 ML,,80,32.95,395.40,
3938A,99900393810,KOLOA RUM RUM PUNCH,LITER,,20,15.95,191.40,
@ 1561B,99900156175,KOLOA SPICE RUM,750 ML,,88,32.95,395.40,
9575B,99900957575,KOMOS ANEJO CRISTALINO TEQUILA,750 ML,,80,119.95,719.70,
0399B,99900039975,KORBEL BRANDY,750 ML,,80,12.95,155.40,
0399H,99900039917,KORBEL BRANDY,1.75 L,,80,29.95,179.70,
0423B,99900042375,KORBEL EXTRA SMOOTH BRANDY,750 ML,,80,13.95,167.40,
0453B,99900045375,KORBEL GOLD RESERVE VSOP BRANDY,750 ML,,90,17.95,107.70,
5991B,99900599175,KRAKEN BLACK ROAST COFFEE RUM,750 ML,,67,18.95,227.40,
3723B,99900372375,KRAKEN BLACK SPICED 70 PROOF,750 ML,,70,17.95,215.40,
6427B,99900642775,KRAKEN BLACK SPICED RUM,750 ML,,94,20.95,251.40,
6427H,99900642717,KRAKEN BLACK SPICED RUM,1.75 L,,94,29.95,179.70,
6427E,99900642737,KRAKEN BLACK SPICED RUM,375 ML,,94,11.45,137.40,
6427F,99900642705,KRAKEN BLACK SPICED RUM,50 ML,,94,2.50,150.00,
$ 4074B,99900407475,KRAKEN RUM W/TIKI GLASS,750 ML,,94,20.95,125.70,
6333B,99900633375,KROGSTAD AQUAVIT (OREGON),750 ML,,80,29.95,179.70,
@ 6422B,99900642275,KROGSTAD GAMLE AQUAVIT,750 ML,,84,39.95,239.70,
@ 4343E,99900434337,KROGSTAD PLOMME,375 ML,,60,24.95,299.40,
4434H,99900443417,KRU 82 VODKA,1.75 L,,82,21.95,131.70,
@ 9641B,99900964175,KULA TOASTED COCONUT RUM,750 ML,,70,24.95,149.70,
4376B,99900437675,LA CARAVEDO PURO QUEBRANTA PISCO,750 ML,,80,25.95,155.70,
1006B,99900100675,LADY BLIGH SPICED VI RUM,750 ML,,73,7.95,95.40,
1006H,99900100617,LADY BLIGH SPICED VI RUM,1.75 L,,73,19.95,119.70,
3798B,99900379875,LAGAVULIN 8 YEAR,750 ML,8 YRS,96,64.95,389.70,
1897B,99900189775,LAGAVULIN MALT SCOTCH 12 YR,750 ML,12 YRS,112,139.95,839.70,
6535B,99900653575,LAGAVULIN OFFERMAN EDITION,750 ML,11 YRS,92,83.95,503.70,
6937B,99900693775,LAGAVULIN SINGLE MALT 16 YEAR,750 ML,16 YRS,86,91.95,"1,103.40",
0572B,99900057275,LAIRDS APPLE BRANDY 100 PROOF,750 ML,4 YRS,100,29.95,359.40,
2039B,99900203975,LAIRDS APPLEJACK,750 ML,4 YRS,80,21.95,263.40,
2878B,99900287875,LAND LEGS RUM,750 ML,,80,19.95,239.40,
$ 9881B,99900988175,LAPHROAIG 10 YEAR W/GLASSES,750 ML,10 YRS,86,54.95,329.70,
2132B,99900213275,LAPHROAIG 10 YR SINGLE MALT,750 ML,10 YRS,86,54.95,659.40,
2212B,99900221275,LAPHROAIG 15 YEAR,750 ML,15 YRS,86,112.95,677.70,
@ 3823B,99900382375,LAPHROAIG LORE,750 ML,,96,124.95,749.70,
7571B,99900757175,LAPHROAIG QUARTER CASK SINGLE MALT,750 ML,10 YRS,96,74.95,449.70,
2738B,99900273875,LAPHROAIG SELECT,750 ML,,80,49.95,299.70,
@ 6208B,99900620875,LAPHROAIG SINGLE MALT CASK STRENGHT,750 ML,10 YRS,117,95.95,575.70,
7076B,99900707675,LARCENY BARREL PROOF,750 ML,,128,59.95,179.85,
3734B,99900373475,LARCENY BOURBON,750 ML,,92,28.95,173.70,
3734H,99900373417,LARCENY BOURBON,1.75 L,,92,49.95,299.70,
$ 9056B,99900905675,LARCENY HOLIDAY VAP,750 ML,,92,28.95,173.70,
0338B,99900033875,LAUDERS SCOTCH,750 ML,,80,10.75,129.00,
0338E,99900033837,LAUDERS SCOTCH,375 ML,,80,6.25,150.00,
0338H,99900033817,LAUDERS SCOTCH,1.75 L,,80,19.95,119.70,
@ 4380B,99900438075,LEADSLINGERS BOURBON WHISKEY,750 ML,,80,37.95,227.70,
6358B,99900635875,LEBLON CACHACA NATURAL RUM (BRAZIL),750 ML,,80,25.45,152.70,
1033B,99900103375,LEGACY CANADIAN WHISKY,750 ML,,80,16.95,101.70,
1033F,99900103305,LEGACY CANADIAN WHISKY,50 ML,,80,1.50,90.00,
1033H,99900103317,LEGACY CANADIAN WHISKY,1.75 L,,80,44.95,269.70,
@ 9239B,99900923975,LEGENT BOURBON,750 ML,6 YRS,94,39.95,239.70,
@ 6179B,99900617975,LEJENDA DEL MILAGRO S B RESERVE REPOSADO,750 ML,,80,54.95,329.70,
0402H,99900040217,LEJON BRANDY,1.75 L,,80,21.95,131.70,
6121B,99900612175,LEROUX KIRSCHWASSER,750 ML,,90,17.45,209.40,
@ 9221A,99900922110,LEWIS & CLARK PREMIUM BLENDED BOURBON,LITER,,80,16.95,203.40,
9221F,99900922105,LEWIS & CLARK PREMIUM BLENDED BOURBON,50 ML,,80,2.00,120.00,
@ 5526A,99900552610,LEWIS & CLARK PREMIUM CORN WHISKEY,LITER,,90,16.95,203.40,
5526F,99900552605,LEWIS & CLARK PREMIUM CORN WHISKEY,50 ML,,90,2.00,120.00,
@ 5527A,99900552710,LEWIS & CLARK PREMIUM GIN,LITER,,90,16.95,203.40,
5527F,99900552705,LEWIS & CLARK PREMIUM GIN,50 ML,,90,2.00,120.00,
@ 5528A,99900552810,LEWIS & CLARK PREMIUM SILVER RUM,LITER,,80,16.95,203.40,
5528F,99900552805,LEWIS & CLARK PREMIUM SILVER RUM,50 ML,,80,2.00,120.00,
@ 5529A,99900552910,LEWIS & CLARK PREMIUM VODKA,LITER,,80,16.95,203.40,
5529F,99900552905,LEWIS & CLARK PREMIUM VODKA,50 ML,,80,2.00,120.00,
7973B,99900797375,LEYENDA DEL MILAGRO SEL BARREL RES SILVR,750 ML,,80,49.95,299.70,
@ 5640B,99900564075,LIBELULA TEQUILA,750 ML,,80,18.95,227.40,
8115B,99900811575,LICOR 43,750 ML,,62,26.95,323.40,
6125B,99900612575,LISMORE SPEYSIDE SINGLE MALT,750 ML,,80,27.95,335.40,
,@ 10111B 99901011175,LOCKDOWN COURAGE,750 ML,,80,24.95,299.40,
@ 9497B,99900949775,LOCKDOWN VODKA,750 ML,,86,21.00,252.00,
0318H,99900031817,LORD CALVERT,1.75 L,3 YRS,80,21.95,131.70,
@ 5278B,99900527875,LOS VECINOS ESPD MEZCAL,750 ML,,90,32.95,197.70,
3658B,99900365875,LOST KING GIN,750 ML,,84,22.95,275.40,
@ 4446B,99900444675,LTD ED. STRONGER AMER. LT WSKY,750 ML,,97,119.95,719.70,
8477B,99900847775,LUCID ABSINTHE SUPERIEURE,750 ML,,124,59.95,359.70,
8477E,99900847737,LUCID ABSINTHE SUPERIEURE,375 ML,,124,34.95,419.40,
0688B,99900068875,LUKSUSOWA POTATO,750 ML,,80,16.95,203.40,
0688H,99900068817,LUKSUSOWA POTATO,1.75 L,,80,27.95,167.70,
0143B,99900014375,LUNAZUL ANEJO TEQUILA,750 ML,,80,21.95,131.70,
8221B,99900822175,LUNAZUL BLANCO TEQUILA,750 ML,,80,17.95,215.40,
8221H,99900822117,LUNAZUL BLANCO TEQUILA,1.75 L,,80,36.95,221.70,
8221E,99900822137,LUNAZUL BLANCO TEQUILA,375 ML,,80,9.95,119.40,
8221A,99900822110,LUNAZUL BLANCO TEQUILA,LITER,,80,23.95,287.40,
4767B,99900476775,LUNAZUL EL HUMOSO,750 ML,,80,21.95,131.70,
2300B,99900230075,LUNAZUL PRIMERO ANEJO TEQUILA,750 ML,,80,26.95,161.70,
6384B,99900638475,LUNAZUL REPOSADO TEQUILA,750 ML,,80,21.95,263.40,
6384H,99900638417,LUNAZUL REPOSADO TEQUILA,1.75 L,,80,36.95,221.70,
6384E,99900638437,LUNAZUL REPOSADO TEQUILA,375 ML,,80,9.95,119.40,
@ 9558B,99900955875,LUSTER CLASSIC LIMONCELLO,750 ML,,56,24.95,299.40,
@ 9557B,99900955775,LUSTER LAVENDER LIMONCELLO,750 ML,,56,24.95,299.40,
@ 9556B,99900955675,LUSTER STRAWBERRY LIMONCELLO,750 ML,,56,24.95,299.40,
8211B,99900821175,LUXARDO MARASCHINO LIQUEUR,750 ML,,80,39.95,479.40,
8059B,99900805975,LYSHOLM LINIE AQUAVIT,750 ML,,83,27.95,335.40,
2048B,99900204875,MACALLAN 12 YEAR,750 ML,12 YRS,86,74.95,899.40,
3903B,99900390375,MACALLAN DOUBLE CASK 12 YR,750 ML,12 YRS,86,59.95,719.40,
@ 3903H,99900390317,MACALLAN DOUBLE CASK 12 YR,1.75 L,12 YRS,86,149.95,899.70,
3903E,99900390337,MACALLAN DOUBLE CASK 12 YR,375 ML,12 YRS,86,34.95,419.40,
6938B,99900693875,MACALLAN SINGLE MALT 18 YEAR,750 ML,18 YRS,86,349.95,"2,099.70",
7274B,99900727475,MACCHU PISCO BRANDY (PERU),750 ML,,80,32.00,384.00,
0308B,99900030875,MACNAUGHTONS,750 ML,4 YRS,80,9.95,119.40,
0308H,99900030817,MACNAUGHTONS,1.75 L,4 YRS,80,21.95,131.70,
0299B,99900029975,MACNAUGHTONS CARRY PACK,750 ML,4 YRS,80,9.95,119.40,
9134B,99900913475,MAESTRO DOBEL 50 CRISTALINO,750 ML,,80,144.95,434.85,
@ 2938B,99900293875,MAESTRO DOBEL ANEJO,750 ML,,80,54.95,329.70,
7699B,99900769975,MAESTRO DOBEL DIAMOND WHITE TEQUILA,750 ML,,80,46.95,281.70,
2937B,99900293775,MAESTRO DOBEL REPOSADO,750 ML,,80,47.95,287.70,
0542B,99900054275,MAGELLAN GIN (FRANCE),750 ML,,88,34.45,206.70,
0724B,99900072475,MAISON ROUGE VS,750 ML,,80,23.95,287.40,
0725B,99900072575,MAISON ROUGE VSOP,750 ML,,80,26.95,323.40,
2114B,99900211475,MAKER'S MARK,750 ML,,90,24.95,299.40,
2114E,99900211437,MAKER'S MARK,375 ML,,90,14.95,179.40,
2114H,99900211417,MAKER'S MARK,1.75 L,,90,53.95,323.70,
2114D,99900211420,MAKER'S MARK,200 ML,,90,8.95,214.80,
5063F,99900506305,MAKER'S MARK,50 ML,,90,4.00,480.00,
2114A,99900211410,MAKER'S MARK,LITER,,90,32.95,395.40,
@ 9308B,99900930875,MAKER'S MARK 101,750 ML,,101,39.95,239.70,
6071B,99900607175,MAKER'S MARK 46,750 ML,,94,39.95,239.70,
@ 9309B,99900930975,MAKER'S MARK 46 CASK STRENGTH,750 ML,,110,59.95,359.70,
$ 9057B,99900905775,MAKER'S MARK 46 W/ STOPPER,750 ML,,94,39.95,239.70,
2799B,99900279975,MAKER'S MARK CASK STRENGTH,750 ML,,110,49.95,299.70,
2799E,99900279937,MAKER'S MARK CASK STRENGTH,375 ML,,110,34.95,419.40,
$ 3035B,99900303575,MAKERS MARK W/GIFT,750 ML,,90,24.95,149.70,
6591B,99900659175,MAKER'S MARK WOOD FINISHING SERIES,750 ML,,108,59.95,359.70,
,@ 5515B  99900551575,MALFY CON ARANCIA BLOOD ORANGE GIN,750 ML,,82,27.95,167.70,
3844B,99900384475,MALFY GIN,750 ML,,82,27.95,167.70,
,@ 5516B  99900551675,MALFY ROSA PINK GRAPEFRUIT GIN,750 ML,,82,27.95,167.70,
